1	  1	  1.00782503207	  0.99988500
1	  2	  2.01410177780	  0.00011500
2	  3	  3.01602931910	  0.00000134
2	  4	  4.00260325415	  0.99999866
3	  6	  6.01512279500	  0.07590000
3	  7	  7.01600455000	  0.92410000
4	  9	  9.01218220000	  1.00000000
5	  10	10.01293700000	0.19900000
5	  11	11.00930540000	0.80100000
6	  12	12.00000000000	0.98930000
6	  13	13.00335483780	0.01070000
7	  14	14.00307400480	0.99636000
7	  15	15.00010889820	0.00364000
8	  16	15.99491461956	0.99757000
8	  17	16.99913170000	0.00038000
8	  18	17.99916100000	0.00205000
9	  19	18.99840322000	1.00000000
10	20	19.99244017540	0.90480000
10	21	20.99384668000	0.00270000
10	22	21.99138511400	0.09250000
11	23	22.98976928090	1.00000000
12	24	23.98504170000	0.78990000
12	25	24.98583692000	0.10000000
12	26	25.98259292900	0.11010000
13	27	26.98153863000	1.00000000
14	28	27.97692653250	0.92223000
14	29	28.97649470000	0.04685000
14	30	29.97377017000	0.03092000
15	31	30.97376163000	1.00000000
16	32	31.97207100000	0.94990000
16	33	32.97145876000	0.00750000
16	34	33.96786690000	0.04250000
16	36	35.96708076000	0.00010000
17	35	34.96885268000	0.75760000
17	37	36.96590259000	0.24240000
18	36	35.96754510600	0.00336500
18	38	37.96273240000	0.00063200
18	40	39.96238312250	0.99600300
19	39	38.96370668000	0.93258100
19	40	39.96399848000	0.00011700
19	41	40.96182576000	0.06730200
20	40	39.96259098000	0.96941000
20	42	41.95861801000	0.00647000
20	43	42.95876660000	0.00135000
20	44	43.95548180000	0.02086000
20	46	45.95369260000	0.00004000
20	48	47.95253400000	0.00187000
21	45	44.95591190000	1.00000000
22	46	45.95263160000	0.08250000
22	47	46.95176310000	0.07440000
22	48	47.94794630000	0.73720000
22	49	48.94787000000	0.05410000
22	50	49.94479120000	0.05180000
23	50	49.94715850000	0.00250000
23	51	50.94395950000	0.99750000
24	50	49.94604420000	0.04345000
24	52	51.94050750000	0.83789000
24	53	52.94064940000	0.09501000
24	54	53.93888040000	0.02365000
25	55	54.93804510000	1.00000000
26	54	53.93961050000	0.05845000
26	56	55.93493750000	0.91754000
26	57	56.93539400000	0.02119000
26	58	57.93327560000	0.00282000
27	59	58.93319500000	1.00000000
28	58	57.93534290000	0.68076900
28	60	59.93078640000	0.26223100
28	61	60.93105600000	0.01139900
28	62	61.92834510000	0.03634500
28	64	63.92796600000	0.00925600
29	63	62.92959750000	0.69150000
29	65	64.92778950000	0.30850000
30	64	63.92914220000	0.48268000
30	66	65.92603340000	0.27975000
30	67	66.92712730000	0.04102000
30	68	67.92484420000	0.19024000
30	70	69.92531930000	0.00631000
31	69	68.92557360000	0.60108000
31	71	70.92470130000	0.39892000
32	70	69.92424740000	0.20380000
32	72	71.92207580000	0.27310000
32	73	72.92345890000	0.07760000
32	74	73.92117780000	0.36720000
32	76	75.92140260000	0.07830000
33	75	74.92159650000	1.00000000
34	74	73.92247640000	0.00890000
34	76	75.91921360000	0.09370000
34	77	76.91991400000	0.07630000
34	78	77.91730910000	0.23770000
34	80	79.91652130000	0.49610000
34	82	81.91669940000	0.08730000
35	79	78.91833710000	0.50690000
35	81	80.91629060000	0.49310000
36	78	77.92036480000	0.00355000
36	80	79.91637900000	0.02286000
36	82	81.91348360000	0.11593000
36	83	82.91413600000	0.11500000
36	84	83.91150700000	0.56987000
36	86	85.91061073000	0.17279000
37	85	84.91178973800	0.72170000
37	87	86.90918052700	0.27830000
38	84	83.91342500000	0.00560000
38	86	85.90926020000	0.09860000
38	87	86.90887710000	0.07000000
38	88	87.90561210000	0.82580000
39	89	88.90584830000	1.00000000
40	90	89.90470440000	0.51450000
40	91	90.90564580000	0.11220000
40	92	91.90504080000	0.17150000
40	94	93.90631520000	0.17380000
40	96	95.90827340000	0.02800000
41	93	92.90637810000	1.00000000
42	92	91.90681100000	0.14770000
42	94	93.90508830000	0.09230000
42	95	94.90584210000	0.15900000
42	96	95.90467950000	0.16680000
42	97	96.90602150000	0.09560000
42	98	97.90540820000	0.24190000
